porti,携带
monopolo,专利,专卖
monoteismo,一神论
monotona,单调
monpuno,罚款
monstra,怪异
monstro,怪物,魔鬼
monsumo,款项
monta deklivo,山坡
monta rivereto,山涧
monta torento,山洪
montano,山里人
montaro,山脉
monteto,丘陵
montogrimpi,登山
montopinto,山峰
montosupro,山顶
montpiedo,山脚
montregiono,山区
montri,表明,表示,陈列,出示,显示,展出,展示,指点,指向
montrighi,表露
montrilo,指针
montrobastono,教鞭
montrofenestro,橱窗
montrofingro,食指
monttalio,山腰
monturbo,山城
montvilagho,山村,山乡
montvojo,出道
monujo,钱包,钱袋,腰包
monumento,纪念碑
monvaluto,币值
mopso,巴儿狗
moralajho,寓意
moralinstruo,箴言
moralo,道德,品德,品格,品行
morbilo,麻疹
mordi,侵蚀,咬
morfemo,词素
morfino,吗啡
morfologio,词法,词形,形态学
morgaw,明天
moristo,水手
morna,苦闷
moro,风俗,习俗
morta kvieteco,死寂
morta silento,死寂
mortanta,垂死
mortero,灰浆,砂浆
morti,去世,逝世,衰亡,死,死亡,咽气
morti en akcidento,遇难
morti sur la posteno,殉职
mortiga,要命,致命
mortigi,杀,杀害,杀人
mortigi iun per alies tranchilo,借刀杀人
mortintajho,尸体
morto,山,死神
mortokvanto,死亡率
mortosalti,腾空翻
mortpafi,枪毙
morusarbo,桑树
moruso,桑葚
morusujo,桑树
moskeo,清真寺
moskito,蚊子
moskitvualo,蚊帐,帐子
mosko,麝香
moskobovo,麝牛
moso-bambuo,毛竹
mosto,葡萄汁
motivo,动机,理由
motora,机动
motorboato,汽船,汽艇
motorciklo,摩托车
motoristo,汽车司机
motorizi,摩托化
motoro,马达,摩托,引擎
motorvagono,巡道车
movada milito,运动战
movado,运动
movbildoj,影片
movebla proprietajho,动产
movforto,原动力
movforto de la revolucio,革命动力
movi,搬动,调动,开动,推动,移动
movighema,好动
movighi,挪动,行动
movimento,乐章
movo,动作,举动
mucida,霉
mueldento,臼齿
muelejo,磨坊,碾房
mueli,碾
muelilo,磨,碾米机
muelmashino,碾米机
muelrado,水轮
muelshtono,磨盘
mufo,皮手简
mughi,吼,呼啸,怒吼,咆哮,汹涌
mukajho,痪
mukozito,黏膜炎
mukozo,黏膜
mulato,混血儿
muldi,铸造
muldilo,模型,模子,铸型
mulo,骡子
multa,许多
multe da zorgoj,费心
multekosta,昂贵,贵,值钱
multigi,增多
multiplikanto,乘数
multiplikato,被乘数
multipliki,乘
multipliko,乘法
multkolora,多色
multtalenta,多才多艺
mumio,木乃伊
municiejo,军火库
municio,弹药,军火
munti,安装,装配
murdi,暗杀,残杀,谋杀,杀害,杀人,行刺
murdisto,凶手
murdo,凶杀
murgazeto,壁报,墙报
murhorlogho,挂钟
murkalendaro,挂历
murkolorigisto,油漆工
murlampo,壁灯
murmuri,潺潺,耳语,沙沙响
muro,墙
murpentrajho,壁画
murshranko,壁橱
murtapisho,壁毯
musho,苍蝇
musko,苔藓
muskolo,肌肉
muso,老鼠,鼠
musorno,季风
mustardo,芥末
mustela felo,貂皮
mustelo,松貂
muta,哑,哑口无言
mutulo,哑巴
muzelingo,笼头
muzeo,博物馆
muzika instrumento,乐器
muzikilo,乐器
muzikisto,音乐家
muziko,音乐,乐曲
muzulmano,伊斯兰教徒
nacelo,机舱
nacia asembleo,国民大会
nacia burgharo,民族资产阶级
nacia defendo,国防
nacia ekonomio kaj popolaj vivrimedoj,国计民生
nacia emblemo,国徽
nacia festo,国庆
nacia flago,国旗
nacia himno,国歌
nacia milito,民族战争
nacia politiko,国策
nacia prestigho,国体
nacia revolucio,国民革命,民族革命
naciano,国民
nacieco,国籍
naciismo,民族主义
naciliberiga movado,民族解放运动
nacimalplimulto,少数民族
naciminoritato,少数民族
nacio,国家,民族,族
nacio standardo,国旗
naciperfidulo,汉奸,卖国贼
nacisavo,救国
nadlo,磁针
nafto,石油,原油
nagh-veziko,鱼鳔
naghbirdo,水鸟
naghilo,鱼翅
naghobarelo,浮标
nagi,游泳
nailo,钉子
naiva,单纯,天真
najbara lando,邻邦
najbaro,街坊,邻居
najtingalo,夜莺
nanmu arbo,楠木
nano,矮子,侏儒
napalma bombo,凝固汽油弹
narciso,水仙
narkotajho,麻醉剂
narkoti,麻醉
narkotiko,麻醉剂
naskerna,多产
naski,产生,生育
naskighi,出生,出世,诞生,降生
naskighloko,故乡,原籍
naskightago,生日,寿辰
naskitaro,子孙
naskokvanto,出生率
naskoloko,籍贯
natura,天然
natura akusho,顺产
natura alkalo,天然碱
natura gaso,天然气
natura katastrofo,天灾
natura koloro,本色
natura scienco,自然科学
naturalismo,自然主义
naturdono,天赋
naturdoto,天赋
nature,当然,自然地
naturo,本性,大自然,自然,自然界
natursciencisto,自然科学家
naveto,梭子
navia,幼稚
navigacio,航海,航行
navigado,航海,航行
navigvojo,航路
naw,九
nawtrono,中子
nawzo,恶心
nazalo,鼻音
naziismo,纳粹主义
nazio,纳粹分子
nazmuko,鼻涕
nazo,鼻
naztruo,鼻孔
naztuko,巾,手绢
ndiaw,再见
ne,不
ne atenti,疏忽
ne deca,欠妥
ne esti,没有
ne havi,没有
ne kompreni,不解
ne konvena,欠妥
ne nur,不但,不仅
ne povi,不能
nealiancita lando,不结盟国家
neatendita,突然
neatendite,不料,意外
nebula,朦胧,模糊
nebuleto,薄雾
nebulo,雾
nebulozo,星云
necesa,必要
necesajho,必需品
necesejo,厕所
neegala traktato,不平等条约
neegalvalora intershango,不等价交换
neevitebla,一定
neevitebte,难免
neevlteble,必然
nefakulo,外行
nefleksebla,坚贞不屈,倔强
neforgesebla,难忘
neforpushebla devo,责无旁贷
nefrito,肾炎
negacio,否定词
negativ,底片
negativa,反面,消极
negativa elektrodo,阴极
negativaj nombroj,负数
negativo,底版
negatono,阴电子
neghblanka,雪白
neghduno,雪堆
neghero,雪花
neghfloro,雪花
neghi,泅水
neghkoko,雪鸡
neghkristalo,雪晶
neghleopardo,雪豹
neghlinio,雪线
negho,雪
neghopluvo,雨雪
neghoshtormo,暴风雷
neglekti,忽略,轻忽,疏忽
negoci,买卖,贸易
negoco,交易,生意
negro,黑人
nei,否认
neimageble,不可思议
neklare,不明
nekomparebla,无比,无可比拟,无与伦比
nekompleta,残缺
nekonata,无名
nekonato,陌生人,未知数
nekonforme,不符
nekredebla,难以置信
nekrologo,讣告
nekropsio,尸体剖检
nektaro,花蜜,美酒,神酒
nekulturita tero,荒地
nekuracebla,屡教不改,无可救药
nekutima,非常
nelonge,不久
nemetala,非金属
nemovebla posedajho,不动产
neniam,永不
neniigi,取消,消灭
neniommirige,不足为怪
nenormala,反常,异常
nenormale,失常
neolitiko,新石器时代
neologismo,新词
neonlampo,霓虹灯
neorganika kemio,无机化学
nepara nombro,奇数
nepenetrebla,浸不透
nepinino,孙女
nepino,外孙女
nepino de frato,侄孙女
nepo,孙子,外孙
nepo de frato,侄孙
nepra,一定
nepre,必定
nepre memori,切记
neprilaborita greno,原粮
Neptuno,海王星
nerekta,间接
nerespekte,不恭
nerimarkite,俏俏地
nervo,神经
nervoza,神经过敏
nesavebla,无可救药
nesto,巢,老巢,窝
nesufiche,不够
neta,整洁的,整齐
neta enspezo,纯收入
neta profito,纯利,净利
neta(lasta) provajho,清样
nevenkebla,无故,无往不胜
nevino,侄女
nevo,外甥,侄子
nevolonte,不甘心
newrastenio,神经衰弱
newro-kirurgio,神经外科
newrologio,神经学
newrozo,神经病
newtra,中性
newtrala,中立
newtrigi,中和
newtrino,中子
ni,我们,咱们
niciative,主动
nigra,黑暗,黑色
nigra bando,黑帮
nigra grundo,黑土
nigra merkato,黑市
nigra tabulo,黑板
nigra teo,红茶
nigra-blanka filmo,黑白电影
nigrulo,黑人
nihiiismo,虚无主义
nikotiano,烟草
nikotino,尼古丁,烟碱
nilono,尼龙
nimbuso,雨云
nimfeo,睡莲
nito,铆钉
nitrogena sterko,氮肥
nivelilo,水平仅
nivellinio,水平线
nivelo,水平,水平面,水准
nobelo,贵族
nobla,崇高,高贵,高尚
nocia ekonomio,国民经济
nodi,打结
nokta dejhoro,夜班
nokta kurteno,夜幕
nokta pejzagho,夜景
nokta scenco,夜景
nokta skipo,晚班
nokto,夜
noktochemizo,睡衣
noktogardisto,更夫
noktohaltejo,客店
noktoklubo,夜总会
noktomezo,半夜,午夜
noktopatroli,巡夜
noktoskipo,夜班
noktotablo,床头柜
noktovazo,夜壶
nomada tribo,游牧部落
nomaro,名单
nombri,计数,检点,数
nombro,数,数目
nomi,称呼,命名,起名字
nomiinativo,主格
nominala,挂名
nomlisto,名单
nomo,名称,名字,姓
nomumi,委任
nomurni,任命
norda latitudo,北纬
Norden-Ekspedicio,北伐
nordlumo,北极光
nordo,北方
norio,水车
norma,合格
normala,平常,正常的,正规的
normala lernejo,师范学校
normo,标准,定额,规范,指标,准则
nostalgio,怀乡病,思乡
noti,记录,记下,摘记
notlibro,笔记本,记事本
noto,按语,略记,音符,注释
notoj,笔记
nov-demokratia revolucio,新民主主义革命
nova,新鲜
nova erao,新纪元
nova vorto,生词
novajh-servo,通讯社
novajhagentejo,通讯社
novajho,消息,新事,新闻
novajho pri venko,捷报
novalo,休耕地,休闲地
novedzino,新娘
novedzo,新郎
novelo,短篇小说,小说
novembro,十一月
novico,新手
novjara pentrajho,年画
Novjara Tago,元旦
novjaro,新年
novluno,月牙
ntri,抚育
nuanco,色彩,色调
nuba tago,阴天
nubaro,云海
nubkastelo,空中楼阁
nubmaro,云海
nubo,云彩
nubokovrita chielo,阴天
nuboskrapulo,摩天楼
nuda,光秃,裸体
nuda aveno,莜麦
nuda hordeo,青稞
nudpieda,赤脚
nuklea aparato (instalajho),核装置
nuklea armilo,核武器
nuklea eksperimento,核试验
nuklea eksplodo,核爆炸
nuklea energio,核能
nuklea fuzio,核聚变
nuklea milito,核战争
nuklea minaco,核威胁
nuklea misilo,核导弹
nuklea provo,核试验
nuklea reakcio,核反应
nukleo,原子核
nuligi,吊销,取消
nuligo de malpermeso,解禁
nulo,零,零度
numbro,期号
numeralo,数词
numeratoro,分子
numero,号码
nun,如今,现在
nuna stato,现状
nuntempa,近代,现代
nuntempe,现今,现在
nupto,婚礼
nur,仅仅
nura,无双
nutrajho,食粮,食物,养料,营养物,滋补品
nutri,抚养,培养,喂,喂养
nutristino,奶妈
nva,新
oazo,绿洲,沃洲
obea,听话
obeema,听话,温顺
obei,服从,顺从,听从,遵守
objektiva,客观
objektivo,物镜
objekto,宾语,东西,对象,物件,物体
obligacio,公债券,证券
obligi,乘
oblikva,偏斜,歪,斜
oblo,倍数
obsedi,萦绕
observanto,观察员
observatario,天文台
observi,观测,观察,监视,注视,遵守
observoturo,角楼
obskura,黑暗
obsorbi,吸引
obsorbighi,全神贯注
obstaklo,绊脚石,障碍,障碍物,阻碍,阻力
obstetriko,产科
obstina,固执,倔强,顽固
obstine,顽强,执意
obstine rezisti,顽抗
obstrukca iktero,黄疸阻塞
obstrukci,拦截,拖后腿,阻挠
obstrukco,梗阻,阻碍,阻力
obtuza,钝角
obuso,炮弹
oceanio,大洋洲
oceano,大洋,海洋
odjekto,状语
odo,颂歌
odoro,气昧
ofendi,触犯,激怒,欺负,污辱,侮辱
ofensivo,攻势
oferajho,祭品
oferdono,献礼
oferema,献身
oferemo,忘我
oferi,捐赠,牺牲,献给
oferi la vivon sur sia posteno,以身殉职
oferti,兜揽
oferveshi vinon,奠酒
oficejo,办公室,事务所
oficiala,法定,官方,正式的
oficiala dokumento,公文
oficiala letero,公函
oficiala libertago,例假
oficina,药用的
oficinala,药用的
oficiro,军官
oficista titolo,官衔
oficisto,职员
ofico,职务
ofseto,胶印
ofta,频繁
oftalmito,眼炎
oftalmologio,眼科
ofte,经常,时常
ojstro,马蝇,牛蝇
ok,八
okaza,偶然
okazajho,事变,事故,事件
okazi,发生,举行
okazigi,举办,举行,召开
okazo,机会
okcident-stila,西装
okcidenta medicino,西医
okcidenta medikamento,西药
okcidento,西方
okcipitalo,枕骨
okcipito,后脑
okcipitosto,枕骨
okizo,提纲
oksidi,氧化
oksido,氧化物
oksigeno,氧气
oktavo,八开
oktobro,十月
okulakvo,眼药水
okuldento,上犬牙
okulfrapa,显眼,显著,醒目,引人注目
okulglobo,眼球
okulharoj,睫毛,眼毛
okulisto,眼科医生
okulkavo,眼窝
okulkrocha,引人注目
okullenso：kristalino,晶状体
okulmezuri,目测
okulo,眼,眼睛
okulplacha,悦目的
okulshirmilo,眼罩
okulta,神秘,玄妙
okultismo,玄学
okulvitroj,眼镜
okupata,繁忙
okupateco,忙碌
okupi,占据,占领
okupighi,忙于
okupighi pri,从事
okupigho,忙碌
okupiteco,忙碌
okupo,行业,业务,职业
okuzativo,目格
ole kajo,油码头
ole(ec)a,油质
ole-tea kamelio,油茶
oleandro,夹竹桃
olei,加油
oleita tolo,油布
olelampo,油灯
oleo,油,油脂
olepalmo,油棕
olepentrajho,油画
oleputo,油井
olestaplo,油库
oletenejo,油库
oletubo,油管
oligarkio,寡头政治
olimpikoj,奥林匹克运动会
olivo,橄榄,青果
omaghi,敬献,献赠
omaro,龙虾
ombrelo,伞
ombri,投影,遮荫
ombro,暗影,亡魂,荫,影子
ombroteatro,皮影戏
omo,欧姆
ondo,波浪,浪头
ondolongo,波长
onduma,起伏
oni,人们
onidiri,谣言
onidiro,传说,流言
oniro,先锋
onklino,伯母,姑姑,舅母,婶,叔母,姨妈
onklo,伯父,舅父,叔父,姨父
onobriko,红豆草
onomatopeo,象声词
ontologio,本体论
operacia esploro,运筹学
operacia stablo,手术床
operacii,动手术,演算,运算,作战
operacio,军事行动,手术
operejo,歌剧院
opero,歌剧
opinii,觉得,认为,以为
opinio,见解,看法,想法,意见
opinio pri politiko,政见
opiniokontrolo,民意测验
opiniosondo,民意测验
opio,大烟,鸦片
oponi,反对
oportuna,方便,适宜
oportuneco,便利
oportunismo,机会主义
oportunisto,机会主义者
opozicii,反抗
optika nervo,视神经
optiko,光学
optimismo,乐观主义
opzicii,反对
ora,金黄,金色
ora monero,金币
ora pokalo,金杯
ora ringo,金戒指
orajhisto,金匠
orajho,金器
orangho,橙
orangutango,猩猩
orangutano,猩猩
oratoro,演说家
orbito,轨道,眼窝
orbriko,金砖
orda numeralo,序数
ordeni,授勋
ordeno,教派,教团,勋章
ordigi,排列,清理,整顿,整理
ordinara,平常,平凡,普通
ordinara homo,老百姓
ordinare,通常
ordinarulo,凡人
ordinato,纵坐标
ordo,次序,条理,秩序
ordonbastono,指挥棒
ordoni,发令,吩咐,勒令,命令,下令,指挥,嘱咐
ordono,号令
orel-pika,刺耳
orelfungo,木耳
orelo,耳朵
orelplacha,好听,悦耳
orelringo,耳环
orelvakso,耳垢
orfadeno,金线
orfejo,孤儿院
orfisho,金鱼
orflava,金黄
orfo,孤儿
organika,有机
organika kemio,有机化学
organismo,机体,肌体,生物体,有机体
organizo,团体,组织
organo,机构,机关,机关报,器官
organo de politika potenco,政权机关
orgasmo,机能亢进
orgeno,风琴
orhara simio,金丝猴
ori,镀金,镏金
orientalismo,东方学
oriento,东方
oriento longitudo,东经
origina intenco,原意
originala,独创,独特
originala dokumento,正本
originala eldono,原版
originala ideo,本意
originala manuskripto,原稿
originala senco,本义,原意
originala signifo,本义
originala teksto,原文
originalo,原本,原文,原著,原作
origine,原来,原先
origino,根源,来源,起源,因由,由来
origino de vorto,词源
oringoto,金砖
oriolo,黄鹂,金莺
orkestra muziko,管弦乐
orkestro,乐队,乐团
orkideo,兰花,兰科植物
orkidito,睾丸炎
orkolora,金色
orlavisto,淘金者
orminejo,金矿
ornamado,装璜术
ornamajho,首饰
ornamarto,装璜术
ornami,点缀,饰,修饰
ornami per lantenoj kaj koloraj paperstrioj,张灯结彩
ornamisto,装饰师
ornamj,装饰
ornitorinko,鸭嘴兽
oro,黄金,金
orta,直角的
orta angulo,直角
ortangulo,矩形
ortanto,中垂线
ortilo,直角尺
ortodoksa,正统的
ortografio,拼写法,正字法
ortopedio,矫形术
oscedi,打哈欠,哈欠
oscili,振荡
osmanto,桂花
ostagho,人质
osto,骨
ostracismo,充军,流放
ostro,牡蛎
ostrompigho,骨折
ostronavigacio,宇宙航行
otario,海狗
otito,耳炎
otorinolaringologio,耳鼻喉科
ovajho,蛋品
ovala,卵形,椭圆
ovario,卵巢,子房
ovino,外婆
ovo,蛋,卵
ovoblanko,卵白
ovodukto,输卵管
ovoflavo,卵黄
ozono,臭氧
paca,安宁
paca intertraktado,和谈
paca kunekzisto,和平共处
paca sendito,和平使者
pace,安静
pachjo,爸爸
pacienco,耐烦,耐心,忍耐
paciento,病人,患者
Pacifiko,太平洋
pacifismo,和平主义
pacifisto,和平主义者
paciga politiko,绥靖政策
pacigi,和解,调和,言和
pacismo,和平主义
pacisto,和平主义者
packonserva trupo,保安队
paco,和平,太平
padelo,螺旋桨叶
padelrado,水轮
pado,小道,小径
pafajo,弹头
pafarko,弓
pafdistanco,射程
pafdronigi,击沉
pafejo,射击场
pafi,发射,开枪,射击
pafilego,大炮,炮
pafilkapo,枪柄
pafilo,枪
pafisto,射手
pafmortigi,击毙,枪毙
paftruo,炮眼,枪眼
paganismo,多神教,异教
pagano,异教徒
pagatesto,收据
pagenda kalkulo,欠账
pagho,书页,页
paghosigno,书签
pagi,付,付帐,清偿,支付
pago por instruado,学费
pago por medikamento,药费
pagodo,宝塔,塔
pajaco,小丑
pajla chapelo,草帽
pajla sandalo,草鞋
pajlo,稻草,麦杆
pajnoshalmo,排箫
pakajho,行李
pakajhvagono,行李车
paki,包,打包,捆
pako,包裹
pakornamo,装璜
pakto,公约,盟约,条约,协定
pakuma tolo,包袱
pala,惨白,苍白
palaca lanterno,宫灯
palaco,宫殿
palankeno,滑竿,轿子
palato,腭
paleoantropolpgio,古人类学
paleolitiko,旧石器时代
paleontologio,古生物学
paliativo,绥靖政策
palinuro,龙虾
palisaro,篱笆,栅栏
paliso,木桩,桩
palmipedoj,蹼足类
palmo,棕榈树
palpebro,眼睑
palpebrumi,眨眼
palpi,摸,摸索
palpi pulson,诊脉
palpitacio,心悸
palpserchi,摸索
palto,大衣,外套
pamfleto,抨击文章,小册子
panaceo,万应灵丹
pandiono,鱼鹰
pando,大熊猫,小熊猫,熊猫
panei,抛锚
panero,面包屑
panike,仓皇
panike redrighi,溃退
paniko,惊慌,恐慌,狼狈,失措
panisto,面包商,面包师
panjo,妈妈
pankraco,角斗
pankreato,胰腺
pankrusto,面包皮
pano,面包
panoramo,全景
panrostajho,烤面包
pansi,包扎
pansobendo,绷带
pantaloneto,短裤
pantalono,裤子
pantoflo,便鞋,拖鞋
pantrancho,面包片
papago,鹦鹉
papagumi,鹦鹉学舌
papavo,罂粟
paperfabriko,纸厂
paperfarado,造纸
paperkorbo,纸篓
papermono,钞票,票子,纸币
papero,票据,文件,证券,纸
paperpulpo,纸浆
papertranchajho,剪纸
paperujo,文件夹,纸夹
papilinagho,蝶泳
papilio,蝴蝶
papo,教皇
papriko,红辣椒
para,偶数
parabolo,抛物线
parade pashi,正步
paradi,夸耀,卖弄,炫耀,游行
paradizo,极乐世界,乐土,乐园,天国,天堂
parado,阅兵式
parafino,石蜡
parafrazo,意译
paragrafo,片断
paralela,平行
paralelado,双杠
paralelaj stangoj,双杠
paralelo,纬线
paralelogramo,平行四边形
paralizo,风瘫,麻痹,瘫痪
paralogismo,谬论
paranojo,妄想狂
parashuti,跳伞
parashutigi,空投
parashuto,降落伞
parashutsoldato,伞兵
paraziti,寄生
parazito,寄生虫,寄生者,寄食者
parcelo,一块地
parco,死神
pardonema,宽厚
pardoni,宽恕,饶恕,原谅
pardonon,对不起
pardonpeti,道歉,赔罪
pardonpeto,歉意
parenco,亲戚,亲属
parentezo,插入语,括弧
parfumo,香料,香水
pargeto,拼花地板
parieto,腔壁
parighi,交配
parigi,配对
parigisto,配种员
Pariza Komunumo,巴黎公社
parkerigi,默记
parko,存车处,公园,园林
parlamenta sistemo,议会制度
parlamentismo,议会制度
parlamento,国会,议会
parludo,双打
paro,一对,一副,一双
parohhismo,狭隘观念
parohho,教区
paroksismo,发作
parola,口头
parola lingvo,口语
parolado,讲演
paroli,讲,说,说话,谈论
paroli sensencajhon,胡扯,胡说
parolmanniero,说法
parolo,谈话,言语
partia disciplino,党纪
partia filio,党支部
partia grupo,党小组
